IMAGE_NAME	imageCompressedCam0_0000110.jpg	RECT_COORDS	179	103	RECT_SIZE	130	65
IMAGE_NAME	imageCompressedCam0_0000120.jpg	RECT_COORDS	106	398	RECT_SIZE	139	139
IMAGE_NAME	imageCompressedCam0_0000120.jpg	RECT_COORDS	86	404	RECT_SIZE	213	107
IMAGE_NAME	imageCompressedCam0_0000280.jpg	RECT_COORDS	730	425	RECT_SIZE	285	143
IMAGE_NAME	imageCompressedCam0_0000300.jpg	RECT_COORDS	143	481	RECT_SIZE	133	133
IMAGE_NAME	imageCompressedCam0_0000360.jpg	RECT_COORDS	657	259	RECT_SIZE	303	303
IMAGE_NAME	imageCompressedCam0_0000420.jpg	RECT_COORDS	212	391	RECT_SIZE	132	66
IMAGE_NAME	imageCompressedCam0_0000440.jpg	RECT_COORDS	851	408	RECT_SIZE	154	154
IMAGE_NAME	imageCompressedCam0_0000500.jpg	RECT_COORDS	399	395	RECT_SIZE	185	185
IMAGE_NAME	imageCompressedCam0_0000500.jpg	RECT_COORDS	395	568	RECT_SIZE	200	200
IMAGE_NAME	imageCompressedCam0_0000500.jpg	RECT_COORDS	361	-132	RECT_SIZE	527	264
IMAGE_NAME	imageCompressedCam0_0000510.jpg	RECT_COORDS	397	395	RECT_SIZE	199	199
IMAGE_NAME	imageCompressedCam0_0000540.jpg	RECT_COORDS	640	149	RECT_SIZE	145	72
IMAGE_NAME	imageCompressedCam0_0000560.jpg	RECT_COORDS	644	144	RECT_SIZE	160	80
IMAGE_NAME	imageCompressedCam0_0000640.jpg	RECT_COORDS	800	441	RECT_SIZE	156	156
IMAGE_NAME	imageCompressedCam0_0000820.jpg	RECT_COORDS	770	392	RECT_SIZE	153	153
IMAGE_NAME	imageCompressedCam0_0000820.jpg	RECT_COORDS	522	381	RECT_SIZE	154	154
IMAGE_NAME	imageCompressedCam0_0000820.jpg	RECT_COORDS	350	399	RECT_SIZE	185	93
IMAGE_NAME	imageCompressedCam0_0000840.jpg	RECT_COORDS	55	288	RECT_SIZE	168	168
IMAGE_NAME	imageCompressedCam0_0000840.jpg	RECT_COORDS	43	206	RECT_SIZE	284	284
