IMAGE_NAME	imageCompressedCam0_0000110.jpg	RECT_COORDS	179	103	RECT_SIZE	130	65
IMAGE_NAME	imageCompressedCam0_0000510.jpg	RECT_COORDS	397	395	RECT_SIZE	199	199
IMAGE_NAME	imageCompressedCam0_0001110.jpg	RECT_COORDS	141	455	RECT_SIZE	130	130
IMAGE_NAME	imageCompressedCam0_0001810.jpg	RECT_COORDS	876	448	RECT_SIZE	134	134
IMAGE_NAME	imageCompressedCam0_0001810.jpg	RECT_COORDS	649	415	RECT_SIZE	186	93
IMAGE_NAME	imageCompressedCam0_0001810.jpg	RECT_COORDS	800	451	RECT_SIZE	204	102
IMAGE_NAME	imageCompressedCam0_0001910.jpg	RECT_COORDS	680	389	RECT_SIZE	134	134
IMAGE_NAME	imageCompressedCam0_0001910.jpg	RECT_COORDS	161	422	RECT_SIZE	164	82
IMAGE_NAME	imageCompressedCam0_0001910.jpg	RECT_COORDS	154	397	RECT_SIZE	188	94
IMAGE_NAME	imageCompressedCam0_0002010.jpg	RECT_COORDS	118	436	RECT_SIZE	216	108
IMAGE_NAME	imageCompressedCam0_0002310.jpg	RECT_COORDS	282	134	RECT_SIZE	136	136
IMAGE_NAME	imageCompressedCam0_0002310.jpg	RECT_COORDS	399	273	RECT_SIZE	133	133
IMAGE_NAME	imageCompressedCam0_0002310.jpg	RECT_COORDS	266	318	RECT_SIZE	140	140
IMAGE_NAME	imageCompressedCam0_0002510.jpg	RECT_COORDS	178	370	RECT_SIZE	145	72
IMAGE_NAME	imageCompressedCam0_0002610.jpg	RECT_COORDS	268	408	RECT_SIZE	164	82
IMAGE_NAME	imageCompressedCam0_0002610.jpg	RECT_COORDS	281	399	RECT_SIZE	194	97
IMAGE_NAME	imageCompressedCam0_0002710.jpg	RECT_COORDS	854	377	RECT_SIZE	132	66
IMAGE_NAME	imageCompressedCam0_0002710.jpg	RECT_COORDS	876	370	RECT_SIZE	145	73
IMAGE_NAME	imageCompressedCam0_0003010.jpg	RECT_COORDS	536	381	RECT_SIZE	150	75
IMAGE_NAME	imageCompressedCam0_0003110.jpg	RECT_COORDS	3	448	RECT_SIZE	207	104
IMAGE_NAME	imageCompressedCam0_0003110.jpg	RECT_COORDS	-4	415	RECT_SIZE	262	131
IMAGE_NAME	imageCompressedCam0_0003410.jpg	RECT_COORDS	387	407	RECT_SIZE	182	182
IMAGE_NAME	imageCompressedCam0_0003410.jpg	RECT_COORDS	196	553	RECT_SIZE	554	277
IMAGE_NAME	imageCompressedCam0_0004110.jpg	RECT_COORDS	809	409	RECT_SIZE	139	139
IMAGE_NAME	imageCompressedCam0_0004210.jpg	RECT_COORDS	68	380	RECT_SIZE	143	72
IMAGE_NAME	imageCompressedCam0_0004210.jpg	RECT_COORDS	238	404	RECT_SIZE	138	69
IMAGE_NAME	imageCompressedCam0_0004410.jpg	RECT_COORDS	63	417	RECT_SIZE	187	93
IMAGE_NAME	imageCompressedCam0_0004410.jpg	RECT_COORDS	590	404	RECT_SIZE	180	90
IMAGE_NAME	imageCompressedCam0_0004810.jpg	RECT_COORDS	709	102	RECT_SIZE	188	94
IMAGE_NAME	imageCompressedCam0_0005110.jpg	RECT_COORDS	577	401	RECT_SIZE	145	73
IMAGE_NAME	imageCompressedCam0_0005110.jpg	RECT_COORDS	686	412	RECT_SIZE	253	127
IMAGE_NAME	imageCompressedCam0_0005110.jpg	RECT_COORDS	668	401	RECT_SIZE	357	178
IMAGE_NAME	imageCompressedCam0_0005210.jpg	RECT_COORDS	34	400	RECT_SIZE	153	77
IMAGE_NAME	imageCompressedCam0_0005410.jpg	RECT_COORDS	658	387	RECT_SIZE	134	134
IMAGE_NAME	imageCompressedCam0_0005410.jpg	RECT_COORDS	216	420	RECT_SIZE	134	67
IMAGE_NAME	imageCompressedCam0_0005410.jpg	RECT_COORDS	601	398	RECT_SIZE	186	93
IMAGE_NAME	imageCompressedCam0_0005610.jpg	RECT_COORDS	658	393	RECT_SIZE	136	136
IMAGE_NAME	imageCompressedCam0_0005610.jpg	RECT_COORDS	406	417	RECT_SIZE	179	179
IMAGE_NAME	imageCompressedCam0_0005610.jpg	RECT_COORDS	612	402	RECT_SIZE	197	99
IMAGE_NAME	imageCompressedCam0_0005710.jpg	RECT_COORDS	669	395	RECT_SIZE	138	138
IMAGE_NAME	imageCompressedCam0_0005710.jpg	RECT_COORDS	392	418	RECT_SIZE	200	200
IMAGE_NAME	imageCompressedCam0_0005710.jpg	RECT_COORDS	17	410	RECT_SIZE	305	153
IMAGE_NAME	imageCompressedCam0_0005710.jpg	RECT_COORDS	616	403	RECT_SIZE	213	107
IMAGE_NAME	imageCompressedCam0_0006010.jpg	RECT_COORDS	177	412	RECT_SIZE	157	157
IMAGE_NAME	imageCompressedCam0_0006010.jpg	RECT_COORDS	167	418	RECT_SIZE	239	120
IMAGE_NAME	imageCompressedCam0_0006110.jpg	RECT_COORDS	660	400	RECT_SIZE	142	142
IMAGE_NAME	imageCompressedCam0_0006110.jpg	RECT_COORDS	417	413	RECT_SIZE	189	189
IMAGE_NAME	imageCompressedCam0_0006110.jpg	RECT_COORDS	390	420	RECT_SIZE	379	190
IMAGE_NAME	imageCompressedCam0_0006110.jpg	RECT_COORDS	605	403	RECT_SIZE	188	94
IMAGE_NAME	imageCompressedCam0_0006810.jpg	RECT_COORDS	188	397	RECT_SIZE	136	68
IMAGE_NAME	imageCompressedCam0_0006810.jpg	RECT_COORDS	160	391	RECT_SIZE	149	75
